from_patch,to_patch,length_km
p1,p180,71.261
p1,p181,73.154
p1,p182,75.519
p1,p183,78.312
p1,p184,81.490
p1,p185,85.009
p1,p186,88.829
p1,p187,92.913
p1,p188,97.227
p1,p189,101.743
p1,p190,106.434
p1,p191,111.278
p1,p192,116.257
p1,p193,75.000
p1,p194,75.260
p1,p195,76.035
p1,p196,77.308
p1,p197,79.057
p1,p198,81.250
p1,p199,83.853
p1,p200,86.828
p1,p201,90.139
p1,p202,93.750
p1,p203,97.628
p1,p204,101.743
p1,p205,106.066
p1,p206,110.574
p1,p207,115.244
p1,p208,120.059
p1,p209,81.250
p1,p210,81.490
p1,p211,82.206
p1,p212,83.385
p1,p213,85.009
p1,p214,87.052
p1,p215,89.486
p1,p216,92.280
p1,p217,95.402
p1,p218,98.821
p1,p219,102.508
p1,p220,106.434
p1,p221,110.574
p1,p222,114.905
p1,p223,119.406
p1,p224,124.059
p1,p225,87.500
p1,p226,87.723
p1,p227,88.388
p1,p228,89.486
p1,p229,91.001
p1,p230,92.913
p1,p231,95.197
p1,p232,97.828
p1,p233,100.778
p1,p234,104.021
p1,p235,107.529
p1,p236,111.278
p1,p237,115.244
p1,p238,119.406
p1,p239,123.744
p1,p240,128.239
p1,p241,93.750
p1,p242,93.958
p1,p243,94.580
p1,p244,95.607
p1,p245,97.026
p1,p246,98.821
p1,p247,100.972
p1,p248,103.456
p1,p249,106.250
p1,p250,109.330
p2,p3,6.250
p2,p4,12.500
p2,p5,18.750
p2,p6,25.000
p2,p7,31.250
p2,p8,37.500
p2,p9,43.750
p2,p10,50.000
p2,p11,56.250
p2,p12,62.500
p2,p13,68.750
p2,p14,75.000
p2,p15,81.250
p2,p16,87.500
p2,p17,8.839
p2,p18,6.250
p2,p19,8.839
p2,p20,13.975
p2,p21,19.764
p2,p22,25.769
p2,p23,31.869
p2,p24,38.017
p2,p25,44.194
p2,p26,50.389
p2,p27,56.596
p2,p28,62.812
p2,p29,69.034
p2,p30,75.260
p2,p31,81.490
p2,p32,87.723
p2,p33,13.975
p2,p34,12.500
p2,p35,13.975
p2,p36,17.678
p2,p37,22.535
p2,p38,27.951
p2,p39,33.657
p2,p40,39.528
p2,p41,45.501
p2,p42,51.539
p2,p43,57.622
p2,p44,63.738
p2,p45,69.877
p2,p46,76.035
p2,p47,82.206
p2,p48,88.388
p2,p49,19.764
p2,p50,18.750
p2,p51,19.764
p2,p52,22.535
p2,p53,26.517
p2,p54,31.250
p2,p55,36.443
p2,p56,41.926
p2,p57,47.599
p2,p58,53.400
p2,p59,59.293
p2,p60,65.252
p2,p61,71.261
p2,p62,77.308
p2,p63,83.385
p2,p64,89.486
p2,p65,25.769
p2,p66,25.000
p2,p67,25.769
p2,p68,27.951
p2,p69,31.250
p2,p70,35.355
p2,p71,40.020
p2,p72,45.069
p2,p73,50.389
p2,p74,55.902
p2,p75,61.555
p2,p76,67.315
p2,p77,73.154
p2,p78,79.057
p2,p79,85.009
p2,p80,91.001
p2,p81,31.869
p2,p82,31.250
p2,p83,31.869
p2,p84,33.657
p2,p85,36.443
p2,p86,40.020
p2,p87,44.194
p2,p88,48.814
p2,p89,53.765
p2,p90,58.962
p2,p91,64.348
p2,p92,69.877
p2,p93,75.519
p2,p94,81.250
p2,p95,87.052
p2,p96,92.913
p2,p97,38.017
p2,p98,37.500
p2,p99,38.017
p2,p100,39.528
p2,p101,41.926
p2,p102,45.069
p2,p103,48.814
p2,p104,53.033
p2,p105,57.622
p2,p106,62.500
p2,p107,67.604
p2,p108,72.887
p2,p109,78.312
p2,p110,83.853
p2,p111,89.486
p2,p112,95.197
p2,p113,44.194
p2,p114,43.750
p2,p115,44.194
p2,p116,45.501
p2,p117,47.599
p2,p118,50.389
p2,p119,53.765
p2,p120,57.622
p2,p121,61.872
p2,p122,66.438
p2,p123,71.261
p2,p124,76.291
p2,p125,81.490
p2,p126,86.828
p2,p127,92.280
p2,p128,97.828
p2,p129,50.389
p2,p130,50.000
p2,p131,50.389
p2,p132,51.539
p2,p133,53.400
p2,p134,55.902
p2,p135,58.962
p2,p136,62.500
p2,p137,66.438
p2,p138,70.711
p2,p139,75.260
p2,p140,80.039
p2,p141,85.009
p2,p142,90.139
p2,p143,95.402
p2,p144,100.778
p2,p145,56.596
p2,p146,56.250
p2,p147,56.596
p2,p148,57.622
p2,p149,59.293
p2,p150,61.555
p2,p151,64.348
p2,p152,67.604
p2,p153,71.261
p2,p154,75.260
p2,p155,79.550
p2,p156,84.085
p2,p157,88.829
p2,p158,93.750
p2,p159,98.821
p2,p160,104.021
p2,p161,62.812
p2,p162,62.500
p2,p163,62.812
p2,p164,63.738
p2,p165,65.252
p2,p166,67.315
p2,p167,69.877
p2,p168,72.887
p2,p169,76.291
p2,p170,80.039
p2,p171,84.085
p2,p172,88.388
p2,p173,92.913
p2,p174,97.628
p2,p175,102.508
p2,p176,107.529
p2,p177,69.034
p2,p178,68.750
p2,p179,69.034
p2,p180,69.877
p2,p181,71.261
p2,p182,73.154
p2,p183,75.519
p2,p184,78.312
p2,p185,81.490
p2,p186,85.009
p2,p187,88.829
p2,p188,92.913
p2,p189,97.227
p2,p190,101.743
p2,p191,106.434
p2,p192,111.278
p2,p193,75.260
p2,p194,75.000
p2,p195,75.260
p2,p196,76.035
p2,p197,77.308
p2,p198,79.057
p2,p199,81.250
p2,p200,83.853
p2,p201,86.828
p2,p202,90.139
p2,p203,93.750
p2,p204,97.628
p2,p205,101.743
p2,p206,106.066
p2,p207,110.574
p2,p208,115.244
p2,p209,81.490
p2,p210,81.250
p2,p211,81.490
p2,p212,82.206
p2,p213,83.385
p2,p214,85.009
p2,p215,87.052
p2,p216,89.486
p2,p217,92.280
p2,p218,95.402
p2,p219,98.821
p2,p220,102.508
p2,p221,106.434
p2,p222,110.574
p2,p223,114.905
p2,p224,119.406
p2,p225,87.723
p2,p226,87.500
p2,p227,87.723
p2,p228,88.388
p2,p229,89.486
p2,p230,91.001
p2,p231,92.913
p2,p232,95.197
p2,p233,97.828
p2,p234,100.778
p2,p235,104.021
p2,p236,107.529
p2,p237,111.278
p2,p238,115.244
p2,p239,119.406
p2,p240,123.744
p2,p241,93.958
p2,p242,93.750
p2,p243,93.958
p2,p244,94.580
p2,p245,95.607
p2,p246,97.026
p2,p247,98.821
p2,p248,100.972
p2,p249,103.456
p2,p250,106.250
p3,p4,6.250
p3,p5,12.500
p3,p6,18.750
p3,p7,25.000
p3,p8,31.250
p3,p9,37.500
p3,p10,43.750
p3,p11,50.000
p3,p12,56.250
p3,p13,62.500
p3,p14,68.750
p3,p15,75.000
p3,p16,81.250
p3,p17,13.975
p3,p18,8.839
p3,p19,6.250
p3,p20,8.839
p3,p21,13.975
p3,p22,19.764
p3,p23,25.769
p3,p24,31.869
p3,p25,38.017
p3,p26,44.194
p3,p27,50.389
p3,p28,56.596
p3,p29,62.812
p3,p30,69.034
p3,p31,75.260
p3,p32,81.490
p3,p33,17.678
p3,p34,13.975
p3,p35,12.500
p3,p36,13.975
p3,p37,17.678
p3,p38,22.535
p3,p39,27.951
p3,p40,33.657
p3,p41,39.528
p3,p42,45.501
p3,p43,51.539
p3,p44,57.622
p3,p45,63.738
p3,p46,69.877
p3,p47,76.035
p3,p48,82.206
p3,p49,22.535
p3,p50,19.764
p3,p51,18.750
p3,p52,19.764
p3,p53,22.535
p3,p54,26.517
p3,p55,31.250
p3,p56,36.443
p3,p57,41.926
p3,p58,47.599
p3,p59,53.400
p3,p60,59.293
p3,p61,65.252
p3,p62,71.261
p3,p63,77.308
p3,p64,83.385
p3,p65,27.951
p3,p66,25.769
p3,p67,25.000
p3,p68,25.769
p3,p69,27.951
p3,p70,31.250
p3,p71,35.355
p3,p72,40.020
p3,p73,45.069
p3,p74,50.389
p3,p75,55.902
p3,p76,61.555
p3,p77,67.315
p3,p78,73.154
p3,p79,79.057
p3,p80,85.009
p3,p81,33.657
p3,p82,31.869
p3,p83,31.250
p3,p84,31.869
p3,p85,33.657
p3,p86,36.443
p3,p87,40.020
p3,p88,44.194
p3,p89,48.814
p3,p90,53.765
p3,p91,58.962
p3,p92,64.348
p3,p93,69.877
p3,p94,75.519
p3,p95,81.250
p3,p96,87.052
p3,p97,39.528
p3,p98,38.017
p3,p99,37.500
p3,p100,38.017
p3,p101,39.528
p3,p102,41.926
p3,p103,45.069
p3,p104,48.814
p3,p105,53.033
p3,p106,57.622
p3,p107,62.500
p3,p108,67.604
p3,p109,72.887
p3,p110,78.312
p3,p111,83.853
p3,p112,89.486
p3,p113,45.501
p3,p114,44.194
p3,p115,43.750
p3,p116,44.194
p3,p117,45.501
p3,p118,47.599
p3,p119,50.389
p3,p120,53.765
p3,p121,57.622
p3,p122,61.872
p3,p123,66.438
p3,p124,71.261
p3,p125,76.291
p3,p126,81.490
p3,p127,86.828
p3,p128,92.280
p3,p129,51.539
p3,p130,50.389
p3,p131,50.000
p3,p132,50.389
p3,p133,51.539
p3,p134,53.400
p3,p135,55.902
p3,p136,58.962
p3,p137,62.500
p3,p138,66.438
p3,p139,70.711
p3,p140,75.260
p3,p141,80.039
p3,p142,85.009
p3,p143,90.139
p3,p144,95.402
p3,p145,57.622
p3,p146,56.596
p3,p147,56.250
p3,p148,56.596
p3,p149,57.622
p3,p150,59.293
p3,p151,61.555
p3,p152,64.348
p3,p153,67.604
p3,p154,71.261
p3,p155,75.260
p3,p156,79.550
p3,p157,84.085
p3,p158,88.829
p3,p159,93.750
p3,p160,98.821
p3,p161,63.738
p3,p162,62.812
p3,p163,62.500
p3,p164,62.812
p3,p165,63.738
p3,p166,65.252
p3,p167,67.315
p3,p168,69.877
p3,p169,72.887
p3,p170,76.291
p3,p171,80.039
p3,p172,84.085
p3,p173,88.388
p3,p174,92.913
p3,p175,97.628
p3,p176,102.508
p3,p177,69.877
p3,p178,69.034
p3,p179,68.750
p3,p180,69.034
p3,p181,69.877
p3,p182,71.261
p3,p183,73.154
p3,p184,75.519
p3,p185,78.312
p3,p186,81.490
p3,p187,85.009
p3,p188,88.829
p3,p189,92.913
p3,p190,97.227
p3,p191,101.743
p3,p192,106.434
p3,p193,76.035
p3,p194,75.260
p3,p195,75.000
p3,p196,75.260
p3,p197,76.035
p3,p198,77.308
p3,p199,79.057
p3,p200,81.250
p3,p201,83.853
p3,p202,86.828
p3,p203,90.139
p3,p204,93.750
p3,p205,97.628
p3,p206,101.743
p3,p207,106.066
p3,p208,110.574
p3,p209,82.206
p3,p210,81.490
p3,p211,81.250
p3,p212,81.490
p3,p213,82.206
p3,p214,83.385
p3,p215,85.009
p3,p216,87.052
p3,p217,89.486
p3,p218,92.280
p3,p219,95.402
p3,p220,98.821
p3,p221,102.508
p3,p222,106.434
p3,p223,110.574
p3,p224,114.905
p3,p225,88.388
p3,p226,87.723
p3,p227,87.500
p3,p228,87.723
p3,p229,88.388
p3,p230,89.486
p3,p231,91.001
p3,p232,92.913
p3,p233,95.197
p3,p234,97.828
p3,p235,100.778
p3,p236,104.021
p3,p237,107.529
p3,p238,111.278
p3,p239,115.244
p3,p240,119.406
p3,p241,94.580
p3,p242,93.958
p3,p243,93.750
p3,p244,93.958
p3,p245,94.580
p3,p246,95.607
p3,p247,97.026
p3,p248,98.821
p3,p249,100.972
p3,p250,103.456
p4,p5,6.250
p4,p6,12.500
p4,p7,18.750
p4,p8,25.000
p4,p9,31.250
p4,p10,37.500
p4,p11,43.750
p4,p12,50.000
p4,p13,56.250
p4,p14,62.500
p4,p15,68.750
p4,p16,75.000
p4,p17,19.764
p4,p18,13.975
p4,p19,8.839
p4,p20,6.250
p4,p21,8.839
p4,p22,13.975
p4,p23,19.764
p4,p24,25.769
p4,p25,31.869
p4,p26,38.017
p4,p27,44.194
p4,p28,50.389
p4,p29,56.596
p4,p30,62.812
p4,p31,69.034
p4,p32,75.260
p4,p33,22.535
p4,p34,17.678
p4,p35,13.975
p4,p36,12.500
p4,p37,13.975
p4,p38,17.678
p4,p39,22.535
p4,p40,27.951
p4,p41,33.657
p4,p42,39.528
p4,p43,45.501
p4,p44,51.539
p4,p45,57.622
p4,p46,63.738
p4,p47,69.877
p4,p48,76.035
p4,p49,26.517
p4,p50,22.535
p4,p51,19.764
p4,p52,18.750
p4,p53,19.764
p4,p54,22.535
p4,p55,26.517
p4,p56,31.250
p4,p57,36.443
p4,p58,41.926
p4,p59,47.599
p4,p60,53.400
p4,p61,59.293
p4,p62,65.252
p4,p63,71.261
p4,p64,77.308
p4,p65,31.250
p4,p66,27.951
p4,p67,25.769
p4,p68,25.000
p4,p69,25.769
p4,p70,27.951
p4,p71,31.250
p4,p72,35.355
p4,p73,40.020
p4,p74,45.069
p4,p75,50.389
p4,p76,55.902
p4,p77,61.555
p4,p78,67.315
p4,p79,73.154
p4,p80,79.057
p4,p81,36.443
p4,p82,33.657
p4,p83,31.869
p4,p84,31.250
p4,p85,31.869
p4,p86,33.657
p4,p87,36.443
p4,p88,40.020
p4,p89,44.194
p4,p90,48.814
p4,p91,53.765
p4,p92,58.962
p4,p93,64.348
p4,p94,69.877
p4,p95,75.519
p4,p96,81.250
p4,p97,41.926
p4,p98,39.528
p4,p99,38.017
p4,p100,37.500
p4,p101,38.017
p4,p102,39.528
p4,p103,41.926
p4,p104,45.069
p4,p105,48.814
p4,p106,53.033
p4,p107,57.622
p4,p108,62.500
p4,p109,67.604
p4,p110,72.887
p4,p111,78.312
p4,p112,83.853
p4,p113,47.599
p4,p114,45.501
p4,p115,44.194
p4,p116,43.750
p4,p117,44.194
p4,p118,45.501
p4,p119,47.599
p4,p120,50.389
p4,p121,53.765
p4,p122,57.622
p4,p123,61.872
p4,p124,66.438
p4,p125,71.261
p4,p126,76.291
p4,p127,81.490
p4,p128,86.828
p4,p129,53.400
p4,p130,51.539
p4,p131,50.389
p4,p132,50.000
p4,p133,50.389
p4,p134,51.539
p4,p135,53.400
p4,p136,55.902
p4,p137,58.962
p4,p138,62.500
p4,p139,66.438
p4,p140,70.711
p4,p141,75.260
p4,p142,80.039
p4,p143,85.009
p4,p144,90.139
p4,p145,59.293
p4,p146,57.622
p4,p147,56.596
p4,p148,56.250
p4,p149,56.596
p4,p150,57.622
p4,p151,59.293
p4,p152,61.555
p4,p153,64.348
p4,p154,67.604
p4,p155,71.261
p4,p156,75.260
p4,p157,79.550
p4,p158,84.085
p4,p159,88.829
p4,p160,93.750
p4,p161,65.252
p4,p162,63.738
p4,p163,62.812
p4,p164,62.500
p4,p165,62.812
p4,p166,63.738
p4,p167,65.252
p4,p168,67.315
p4,p169,69.877
p4,p170,72.887
p4,p171,76.291
p4,p172,80.039
p4,p173,84.085
p4,p174,88.388
p4,p175,92.913
p4,p176,97.628
p4,p177,71.261
p4,p178,69.877
p4,p179,69.034
p4,p180,68.750
p4,p181,69.034
p4,p182,69.877
p4,p183,71.261
p4,p184,73.154
p4,p185,75.519
p4,p186,78.312
p4,p187,81.490
p4,p188,85.009
p4,p189,88.829
p4,p190,92.913
p4,p191,97.227
p4,p192,101.743
p4,p193,77.308
p4,p194,76.035
p4,p195,75.260
p4,p196,75.000
p4,p197,75.260
p4,p198,76.035
p4,p199,77.308
p4,p200,79.057
p4,p201,81.250
p4,p202,83.853
p4,p203,86.828
p4,p204,90.139
p4,p205,93.750
p4,p206,97.628
p4,p207,101.743
p4,p208,106.066
p4,p209,83.385
p4,p210,82.206
p4,p211,81.490
p4,p212,81.250
p4,p213,81.490
p4,p214,82.206
p4,p215,83.385
p4,p216,85.009
p4,p217,87.052
p4,p218,89.486
p4,p219,92.280
p4,p220,95.402
p4,p221,98.821
p4,p222,102.508
p4,p223,106.434
p4,p224,110.574
p4,p225,89.486
p4,p226,88.388
p4,p227,87.723
p4,p228,87.500
p4,p229,87.723
p4,p230,88.388
p4,p231,89.486
p4,p232,91.001
p4,p233,92.913
p4,p234,95.197
p4,p235,97.828
p4,p236,100.778
p4,p237,104.021
p4,p238,107.529
p4,p239,111.278
p4,p240,115.244
p4,p241,95.607
p4,p242,94.580
p4,p243,93.958
p4,p244,93.750
p4,p245,93.958
p4,p246,94.580
p4,p247,95.607
p4,p248,97.026
p4,p249,98.821
p4,p250,100.972
p5,p6,6.250
p5,p7,12.500
p5,p8,18.750
p5,p9,25.000
p5,p10,31.250
p5,p11,37.500
p5,p12,43.750
p5,p13,50.000
p5,p14,56.250
p5,p15,62.500
p5,p16,68.750
p5,p17,25.769
p5,p18,19.764
p5,p19,13.975
p5,p20,8.839
p5,p21,6.250
p5,p22,8.839
p5,p23,13.975
p5,p24,19.764
p5,p25,25.769
p5,p26,31.869
p5,p27,38.017
p5,p28,44.194
p5,p29,50.389
p5,p30,56.596
p5,p31,62.812
p5,p32,69.034
p5,p33,27.951
p5,p34,22.535
p5,p35,17.678
p5,p36,13.975
p5,p37,12.500
p5,p38,13.975
p5,p39,17.678
p5,p40,22.535
p5,p41,27.951
p5,p42,33.657
p5,p43,39.528
p5,p44,45.501
p5,p45,51.539
p5,p46,57.622
p5,p47,63.738
p5,p48,69.877
p5,p49,31.250
p5,p50,26.517
p5,p51,22.535
p5,p52,19.764
p5,p53,18.750
p5,p54,19.764
p5,p55,22.535
p5,p56,26.517
p5,p57,31.250
p5,p58,36.443
p5,p59,41.926
p5,p60,47.599
p5,p61,53.400
p5,p62,59.293
p5,p63,65.252
p5,p64,71.261
p5,p65,35.355
p5,p66,31.250
p5,p67,27.951
p5,p68,25.769
p5,p69,25.000
p5,p70,25.769
p5,p71,27.951
p5,p72,31.250
p5,p73,35.355
p5,p74,40.020
p5,p75,45.069
p5,p76,50.389
p5,p77,55.902
p5,p78,61.555
p5,p79,67.315
p5,p80,73.154
p5,p81,40.020
p5,p82,36.443
p5,p83,33.657
p5,p84,31.869
p5,p85,31.250
p5,p86,31.869
p5,p87,33.657
p5,p88,36.443
p5,p89,40.020
p5,p90,44.194
p5,p91,48.814
p5,p92,53.765
p5,p93,58.962
p5,p94,64.348
p5,p95,69.877
p5,p96,75.519
p5,p97,45.069
p5,p98,41.926
p5,p99,39.528
p5,p100,38.017
p5,p101,37.500
p5,p102,38.017
p5,p103,39.528
p5,p104,41.926
p5,p105,45.069
p5,p106,48.814
p5,p107,53.033
p5,p108,57.622
p5,p109,62.500
p5,p110,67.604
p5,p111,72.887
p5,p112,78.312
p5,p113,50.389
p5,p114,47.599
p5,p115,45.501
p5,p116,44.194
p5,p117,43.750
p5,p118,44.194
p5,p119,45.501
p5,p120,47.599
p5,p121,50.389
p5,p122,53.765
p5,p123,57.622
p5,p124,61.872
p5,p125,66.438
p5,p126,71.261
p5,p127,76.291
p5,p128,81.490
p5,p129,55.902
p5,p130,53.400
p5,p131,51.539
p5,p132,50.389
p5,p133,50.000
p5,p134,50.389
p5,p135,51.539
p5,p136,53.400
p5,p137,55.902
p5,p138,58.962
p5,p139,62.500
p5,p140,66.438
p5,p141,70.711
p5,p142,75.260
p5,p143,80.039
p5,p144,85.009
p5,p145,61.555
p5,p146,59.293
p5,p147,57.622
p5,p148,56.596
p5,p149,56.250
p5,p150,56.596
p5,p151,57.622
p5,p152,59.293
p5,p153,61.555
p5,p154,64.348
p5,p155,67.604
p5,p156,71.261
p5,p157,75.260
p5,p158,79.550
p5,p159,84.085
p5,p160,88.829
p5,p161,67.315
p5,p162,65.252
p5,p163,63.738
p5,p164,62.812
p5,p165,62.500
p5,p166,62.812
p5,p167,63.738
p5,p168,65.252
p5,p169,67.315
p5,p170,69.877
p5,p171,72.887
p5,p172,76.291
p5,p173,80.039
p5,p174,84.085
p5,p175,88.388
p5,p176,92.913
p5,p177,73.154
p5,p178,71.261
p5,p179,69.877
p5,p180,69.034
p5,p181,68.750
p5,p182,69.034
p5,p183,69.877
p5,p184,71.261
p5,p185,73.154
p5,p186,75.519
p5,p187,78.312
p5,p188,81.490
p5,p189,85.009
p5,p190,88.829
p5,p191,92.913
p5,p192,97.227
p5,p193,79.057
p5,p194,77.308
p5,p195,76.035
p5,p196,75.260
p5,p197,75.000
p5,p198,75.260
p5,p199,76.035
p5,p200,77.308
p5,p201,79.057
p5,p202,81.250
p5,p203,83.853
p5,p204,86.828
p5,p205,90.139
p5,p206,93.750
p5,p207,97.628
p5,p208,101.743
p5,p209,85.009
p5,p210,83.385
p5,p211,82.206
p5,p212,81.490
p5,p213,81.250
p5,p214,81.490
p5,p215,82.206
p5,p216,83.385
p5,p217,85.009
p5,p218,87.052
p5,p219,89.486
p5,p220,92.280
p5,p221,95.402
p5,p222,98.821
p5,p223,102.508
p5,p224,106.434
p5,p225,91.001
p5,p226,89.486
p5,p227,88.388
p5,p228,87.723
p5,p229,87.500
p5,p230,87.723
p5,p231,88.388
p5,p232,89.486
p5,p233,91.001
p5,p234,92.913
p5,p235,95.197
p5,p236,97.828
p5,p237,100.778
p5,p238,104.021
p5,p239,107.529
p5,p240,111.278
p5,p241,97.026
p5,p242,95.607
p5,p243,94.580
p5,p244,93.958
p5,p245,93.750
p5,p246,93.958
p5,p247,94.580
p5,p248,95.607
p5,p249,97.026
p5,p250,98.821
p6,p7,6.250
p6,p8,12.500
p6,p9,18.750
p6,p10,25.000
p6,p11,31.250
p6,p12,37.500
p6,p13,43.750
p6,p14,50.000
p6,p15,56.250
p6,p16,62.500
p6,p17,31.869
p6,p18,25.769
p6,p19,19.764
p6,p20,13.975
p6,p21,8.839
p6,p22,6.250
p6,p23,8.839
p6,p24,13.975
p6,p25,19.764
p6,p26,25.769
p6,p27,31.869
p6,p28,38.017
p6,p29,44.194
p6,p30,50.389
p6,p31,56.596
p6,p32,62.812
p6,p33,33.657
p6,p34,27.951
p6,p35,22.535
p6,p36,17.678
p6,p37,13.975
p6,p38,12.500
p6,p39,13.975
p6,p40,17.678
p6,p41,22.535
p6,p42,27.951
p6,p43,33.657
p6,p44,39.528
p6,p45,45.501
p6,p46,51.539
p6,p47,57.622
p6,p48,63.738
p6,p49,36.443
p6,p50,31.250
p6,p51,26.517
p6,p52,22.535
p6,p53,19.764
p6,p54,18.750
p6,p55,19.764
p6,p56,22.535
p6,p57,26.517
p6,p58,31.250
p6,p59,36.443
p6,p60,41.926
p6,p61,47.599
p6,p62,53.400
p6,p63,59.293
p6,p64,65.252
p6,p65,40.020
p6,p66,35.355
p6,p67,31.250
p6,p68,27.951
p6,p69,25.769
p6,p70,25.000
p6,p71,25.769
p6,p72,27.951
p6,p73,31.250
p6,p74,35.355
p6,p75,40.020
p6,p76,45.069
p6,p77,50.389
p6,p78,55.902
p6,p79,61.555
p6,p80,67.315
p6,p81,44.194
p6,p82,40.020
p6,p83,36.443
p6,p84,33.657
p6,p85,31.869
p6,p86,31.250
p6,p87,31.869
p6,p88,33.657
p6,p89,36.443
p6,p90,40.020
p6,p91,44.194
p6,p92,48.814
p6,p93,53.765
p6,p94,58.962
p6,p95,64.348
p6,p96,69.877
p6,p97,48.814
p6,p98,45.069
p6,p99,41.926
p6,p100,39.528
p6,p101,38.017
p6,p102,37.500
p6,p103,38.017
p6,p104,39.528
p6,p105,41.926
p6,p106,45.069
p6,p107,48.814
p6,p108,53.033
p6,p109,57.622
p6,p110,62.500
p6,p111,67.604
p6,p112,72.887
p6,p113,53.765
p6,p114,50.389
p6,p115,47.599
p6,p116,45.501
p6,p117,44.194
p6,p118,43.750
p6,p119,44.194
p6,p120,45.501
p6,p121,47.599
p6,p122,50.389
p6,p123,53.765
p6,p124,57.622
p6,p125,61.872
p6,p126,66.438
p6,p127,71.261
p6,p128,76.291
p6,p129,58.962
p6,p130,55.902
p6,p131,53.400
p6,p132,51.539
p6,p133,50.389
p6,p134,50.000
p6,p135,50.389
p6,p136,51.539
p6,p137,53.400
p6,p138,55.902
p6,p139,58.962
p6,p140,62.500
p6,p141,66.438
p6,p142,70.711
p6,p143,75.260
p6,p144,80.039
p6,p145,64.348
p6,p146,61.555
p6,p147,59.293
p6,p148,57.622
p6,p149,56.596
p6,p150,56.250
p6,p151,56.596
p6,p152,57.622
p6,p153,59.293
p6,p154,61.555
p6,p155,64.348
p6,p156,67.604
p6,p157,71.261
p6,p158,75.260
p6,p159,79.550
p6,p160,84.085
p6,p161,69.877
p6,p162,67.315
p6,p163,65.252
p6,p164,63.738
p6,p165,62.812
p6,p166,62.500
p6,p167,62.812
p6,p168,63.738
