from_patch,to_patch,length_km
p1,p208,61.033
p1,p209,64.031
p1,p210,67.268
p1,p211,70.711
p1,p212,74.330
p1,p213,78.102
p1,p214,82.006
p1,p215,86.023
p1,p216,90.139
p1,p217,94.340
p1,p218,98.615
p1,p219,102.956
p1,p220,107.355
p1,p221,55.000
p1,p222,55.227
p1,p223,55.902
p1,p224,57.009
p1,p225,58.523
p1,p226,60.415
p1,p227,62.650
p1,p228,65.192
p1,p229,68.007
p1,p230,71.063
p1,p231,74.330
p1,p232,77.782
p1,p233,81.394
p1,p234,85.147
p1,p235,89.022
p1,p236,93.005
p1,p237,97.082
p1,p238,101.242
p1,p239,105.475
p1,p240,109.772
p1,p241,60.000
p1,p242,60.208
p1,p243,60.828
p1,p244,61.847
p1,p245,63.246
p1,p246,65.000
p1,p247,67.082
p1,p248,69.462
p1,p249,72.111
p1,p250,75.000
p1,p251,78.102
p1,p252,81.394
p1,p253,84.853
p1,p254,88.459
p1,p255,92.195
p1,p256,96.047
p1,p257,100.000
p1,p258,104.043
p1,p259,108.167
p1,p260,112.361
p1,p261,65.000
p1,p262,65.192
p1,p263,65.765
p1,p264,66.708
p1,p265,68.007
p1,p266,69.642
p1,p267,71.589
p1,p268,73.824
p1,p269,76.322
p1,p270,79.057
p1,p271,82.006
p1,p272,85.147
p1,p273,88.459
p1,p274,91.924
p1,p275,95.525
p1,p276,99.247
p1,p277,103.078
p1,p278,107.005
p1,p279,111.018
p1,p280,115.109
p1,p281,70.000
p1,p282,70.178
p1,p283,70.711
p1,p284,71.589
p1,p285,72.801
p1,p286,74.330
p1,p287,76.158
p1,p288,78.262
p1,p289,80.623
p1,p290,83.217
p1,p291,86.023
p1,p292,89.022
p1,p293,92.195
p1,p294,95.525
p1,p295,98.995
p1,p296,102.591
p1,p297,106.301
p1,p298,110.114
p1,p299,114.018
p1,p300,118.004
p1,p301,75.000
p1,p302,75.166
p1,p303,75.664
p1,p304,76.485
p1,p305,77.621
p1,p306,79.057
p1,p307,80.777
p1,p308,82.765
p1,p309,85.000
p1,p310,87.464
p1,p311,90.139
p1,p312,93.005
p1,p313,96.047
p1,p314,99.247
p1,p315,102.591
p1,p316,106.066
p1,p317,109.659
p1,p318,113.358
p1,p319,117.154
p1,p320,121.037
p1,p321,80.000
p1,p322,80.156
p1,p323,80.623
p1,p324,81.394
p1,p325,82.462
p1,p326,83.815
p1,p327,85.440
p1,p328,87.321
p1,p329,89.443
p1,p330,91.788
p1,p331,94.340
p1,p332,97.082
p1,p333,100.000
p1,p334,103.078
p1,p335,106.301
p1,p336,109.659
p1,p337,113.137
p1,p338,116.726
p1,p339,120.416
p1,p340,124.197
p1,p341,85.000
p1,p342,85.147
p1,p343,85.586
p1,p344,86.313
p1,p345,87.321
p1,p346,88.600
p1,p347,90.139
p1,p348,91.924
p1,p349,93.941
p1,p350,96.177
p1,p351,98.615
p1,p352,101.242
p1,p353,104.043
p1,p354,107.005
p1,p355,110.114
p1,p356,113.358
p1,p357,116.726
p1,p358,120.208
p1,p359,123.794
p1,p360,127.475
p1,p361,90.000
p1,p362,90.139
p1,p363,90.554
p1,p364,91.241
p1,p365,92.195
p1,p366,93.408
p1,p367,94.868
p1,p368,96.566
p1,p369,98.489
p1,p370,100.623
p1,p371,102.956
p1,p372,105.475
p1,p373,108.167
p1,p374,111.018
p1,p375,114.018
p1,p376,117.154
p1,p377,120.416
p1,p378,123.794
p1,p379,127.279
p1,p380,130.863
p1,p381,95.000
p1,p382,95.131
p1,p383,95.525
p1,p384,96.177
p1,p385,97.082
p1,p386,98.234
p1,p387,99.624
p1,p388,101.242
p1,p389,103.078
p1,p390,105.119
p1,p391,107.355
p1,p392,109.772
p1,p393,112.361
p1,p394,115.109
p1,p395,118.004
p1,p396,121.037
p1,p397,124.197
p1,p398,127.475
p1,p399,130.863
p1,p400,134.350
p2,p3,5.000
p2,p4,10.000
p2,p5,15.000
p2,p6,20.000
p2,p7,25.000
p2,p8,30.000
p2,p9,35.000
p2,p10,40.000
p2,p11,45.000
p2,p12,50.000
p2,p13,55.000
p2,p14,60.000
p2,p15,65.000
p2,p16,70.000
p2,p17,75.000
p2,p18,80.000
p2,p19,85.000
p2,p20,90.000
p2,p21,7.071
p2,p22,5.000
p2,p23,7.071
p2,p24,11.180
p2,p25,15.811
p2,p26,20.616
p2,p27,25.495
p2,p28,30.414
p2,p29,35.355
p2,p30,40.311
p2,p31,45.277
p2,p32,50.249
p2,p33,55.227
p2,p34,60.208
p2,p35,65.192
p2,p36,70.178
p2,p37,75.166
p2,p38,80.156
p2,p39,85.147
p2,p40,90.139
p2,p41,11.180
p2,p42,10.000
p2,p43,11.180
p2,p44,14.142
p2,p45,18.028
p2,p46,22.361
p2,p47,26.926
p2,p48,31.623
p2,p49,36.401
p2,p50,41.231
p2,p51,46.098
p2,p52,50.990
p2,p53,55.902
p2,p54,60.828
p2,p55,65.765
p2,p56,70.711
p2,p57,75.664
p2,p58,80.623
p2,p59,85.586
p2,p60,90.554
p2,p61,15.811
p2,p62,15.000
p2,p63,15.811
p2,p64,18.028
p2,p65,21.213
p2,p66,25.000
p2,p67,29.155
p2,p68,33.541
p2,p69,38.079
p2,p70,42.720
p2,p71,47.434
p2,p72,52.202
p2,p73,57.009
p2,p74,61.847
p2,p75,66.708
p2,p76,71.589
p2,p77,76.485
p2,p78,81.394
p2,p79,86.313
p2,p80,91.241
p2,p81,20.616
p2,p82,20.000
p2,p83,20.616
p2,p84,22.361
p2,p85,25.000
p2,p86,28.284
p2,p87,32.016
p2,p88,36.056
p2,p89,40.311
p2,p90,44.721
p2,p91,49.244
p2,p92,53.852
p2,p93,58.523
p2,p94,63.246
p2,p95,68.007
p2,p96,72.801
p2,p97,77.621
p2,p98,82.462
p2,p99,87.321
p2,p100,92.195
p2,p101,25.495
p2,p102,25.000
p2,p103,25.495
p2,p104,26.926
p2,p105,29.155
p2,p106,32.016
p2,p107,35.355
p2,p108,39.051
p2,p109,43.012
p2,p110,47.170
p2,p111,51.478
p2,p112,55.902
p2,p113,60.415
p2,p114,65.000
p2,p115,69.642
p2,p116,74.330
p2,p117,79.057
p2,p118,83.815
p2,p119,88.600
p2,p120,93.408
p2,p121,30.414
p2,p122,30.000
p2,p123,30.414
p2,p124,31.623
p2,p125,33.541
p2,p126,36.056
p2,p127,39.051
p2,p128,42.426
p2,p129,46.098
p2,p130,50.000
p2,p131,54.083
p2,p132,58.310
p2,p133,62.650
p2,p134,67.082
p2,p135,71.589
p2,p136,76.158
p2,p137,80.777
p2,p138,85.440
p2,p139,90.139
p2,p140,94.868
p2,p141,35.355
p2,p142,35.000
p2,p143,35.355
p2,p144,36.401
p2,p145,38.079
p2,p146,40.311
p2,p147,43.012
p2,p148,46.098
p2,p149,49.497
p2,p150,53.151
p2,p151,57.009
p2,p152,61.033
p2,p153,65.192
p2,p154,69.462
p2,p155,73.824
p2,p156,78.262
p2,p157,82.765
p2,p158,87.321
p2,p159,91.924
p2,p160,96.566
p2,p161,40.311
p2,p162,40.000
p2,p163,40.311
p2,p164,41.231
p2,p165,42.720
p2,p166,44.721
p2,p167,47.170
p2,p168,50.000
p2,p169,53.151
p2,p170,56.569
p2,p171,60.208
p2,p172,64.031
p2,p173,68.007
p2,p174,72.111
p2,p175,76.322
p2,p176,80.623
p2,p177,85.000
p2,p178,89.443
p2,p179,93.941
p2,p180,98.489
p2,p181,45.277
p2,p182,45.000
p2,p183,45.277
p2,p184,46.098
p2,p185,47.434
p2,p186,49.244
p2,p187,51.478
p2,p188,54.083
p2,p189,57.009
p2,p190,60.208
p2,p191,63.640
p2,p192,67.268
p2,p193,71.063
p2,p194,75.000
p2,p195,79.057
p2,p196,83.217
p2,p197,87.464
p2,p198,91.788
p2,p199,96.177
p2,p200,100.623
p2,p201,50.249
p2,p202,50.000
p2,p203,50.249
p2,p204,50.990
p2,p205,52.202
p2,p206,53.852
p2,p207,55.902
p2,p208,58.310
p2,p209,61.033
p2,p210,64.031
p2,p211,67.268
p2,p212,70.711
p2,p213,74.330
p2,p214,78.102
p2,p215,82.006
p2,p216,86.023
p2,p217,90.139
p2,p218,94.340
p2,p219,98.615
p2,p220,102.956
p2,p221,55.227
p2,p222,55.000
p2,p223,55.227
p2,p224,55.902
p2,p225,57.009
p2,p226,58.523
p2,p227,60.415
p2,p228,62.650
p2,p229,65.192
p2,p230,68.007
p2,p231,71.063
p2,p232,74.330
p2,p233,77.782
p2,p234,81.394
p2,p235,85.147
p2,p236,89.022
p2,p237,93.005
p2,p238,97.082
p2,p239,101.242
p2,p240,105.475
p2,p241,60.208
p2,p242,60.000
p2,p243,60.208
p2,p244,60.828
p2,p245,61.847
p2,p246,63.246
p2,p247,65.000
p2,p248,67.082
p2,p249,69.462
p2,p250,72.111
p2,p251,75.000
p2,p252,78.102
p2,p253,81.394
p2,p254,84.853
p2,p255,88.459
p2,p256,92.195
p2,p257,96.047
p2,p258,100.000
p2,p259,104.043
p2,p260,108.167
p2,p261,65.192
p2,p262,65.000
p2,p263,65.192
p2,p264,65.765
p2,p265,66.708
p2,p266,68.007
p2,p267,69.642
p2,p268,71.589
p2,p269,73.824
p2,p270,76.322
p2,p271,79.057
p2,p272,82.006
p2,p273,85.147
p2,p274,88.459
p2,p275,91.924
p2,p276,95.525
p2,p277,99.247
p2,p278,103.078
p2,p279,107.005
p2,p280,111.018
p2,p281,70.178
p2,p282,70.000
p2,p283,70.178
p2,p284,70.711
p2,p285,71.589
p2,p286,72.801
p2,p287,74.330
p2,p288,76.158
p2,p289,78.262
p2,p290,80.623
p2,p291,83.217
p2,p292,86.023
p2,p293,89.022
p2,p294,92.195
p2,p295,95.525
p2,p296,98.995
p2,p297,102.591
p2,p298,106.301
p2,p299,110.114
p2,p300,114.018
p2,p301,75.166
p2,p302,75.000
p2,p303,75.166
p2,p304,75.664
p2,p305,76.485
p2,p306,77.621
p2,p307,79.057
p2,p308,80.777
p2,p309,82.765
p2,p310,85.000
p2,p311,87.464
p2,p312,90.139
p2,p313,93.005
p2,p314,96.047
p2,p315,99.247
p2,p316,102.591
p2,p317,106.066
p2,p318,109.659
p2,p319,113.358
p2,p320,117.154
p2,p321,80.156
p2,p322,80.000
p2,p323,80.156
p2,p324,80.623
p2,p325,81.394
p2,p326,82.462
p2,p327,83.815
p2,p328,85.440
p2,p329,87.321
p2,p330,89.443
p2,p331,91.788
p2,p332,94.340
p2,p333,97.082
p2,p334,100.000
p2,p335,103.078
p2,p336,106.301
p2,p337,109.659
p2,p338,113.137
p2,p339,116.726
p2,p340,120.416
p2,p341,85.147
p2,p342,85.000
p2,p343,85.147
p2,p344,85.586
p2,p345,86.313
p2,p346,87.321
p2,p347,88.600
p2,p348,90.139
p2,p349,91.924
p2,p350,93.941
p2,p351,96.177
p2,p352,98.615
p2,p353,101.242
p2,p354,104.043
p2,p355,107.005
p2,p356,110.114
p2,p357,113.358
p2,p358,116.726
p2,p359,120.208
p2,p360,123.794
p2,p361,90.139
p2,p362,90.000
p2,p363,90.139
p2,p364,90.554
p2,p365,91.241
p2,p366,92.195
p2,p367,93.408
p2,p368,94.868
p2,p369,96.566
p2,p370,98.489
p2,p371,100.623
p2,p372,102.956
p2,p373,105.475
p2,p374,108.167
p2,p375,111.018
p2,p376,114.018
p2,p377,117.154
p2,p378,120.416
p2,p379,123.794
p2,p380,127.279
p2,p381,95.131
p2,p382,95.000
p2,p383,95.131
p2,p384,95.525
p2,p385,96.177
p2,p386,97.082
p2,p387,98.234
p2,p388,99.624
p2,p389,101.242
p2,p390,103.078
p2,p391,105.119
p2,p392,107.355
p2,p393,109.772
p2,p394,112.361
p2,p395,115.109
p2,p396,118.004
p2,p397,121.037
p2,p398,124.197
p2,p399,127.475
p2,p400,130.863
p3,p4,5.000
p3,p5,10.000
p3,p6,15.000
p3,p7,20.000
p3,p8,25.000
p3,p9,30.000
p3,p10,35.000
p3,p11,40.000
p3,p12,45.000
p3,p13,50.000
p3,p14,55.000
p3,p15,60.000
p3,p16,65.000
p3,p17,70.000
p3,p18,75.000
p3,p19,80.000
p3,p20,85.000
p3,p21,11.180
p3,p22,7.071
p3,p23,5.000
p3,p24,7.071
p3,p25,11.180
p3,p26,15.811
p3,p27,20.616
p3,p28,25.495
p3,p29,30.414
p3,p30,35.355
p3,p31,40.311
p3,p32,45.277
p3,p33,50.249
p3,p34,55.227
p3,p35,60.208
p3,p36,65.192
p3,p37,70.178
p3,p38,75.166
p3,p39,80.156
p3,p40,85.147
p3,p41,14.142
p3,p42,11.180
p3,p43,10.000
p3,p44,11.180
p3,p45,14.142
p3,p46,18.028
p3,p47,22.361
p3,p48,26.926
p3,p49,31.623
p3,p50,36.401
p3,p51,41.231
p3,p52,46.098
p3,p53,50.990
p3,p54,55.902
p3,p55,60.828
p3,p56,65.765
p3,p57,70.711
p3,p58,75.664
p3,p59,80.623
p3,p60,85.586
p3,p61,18.028
p3,p62,15.811
p3,p63,15.000
p3,p64,15.811
p3,p65,18.028
p3,p66,21.213
p3,p67,25.000
p3,p68,29.155
p3,p69,33.541
p3,p70,38.079
p3,p71,42.720
p3,p72,47.434
p3,p73,52.202
p3,p74,57.009
p3,p75,61.847
p3,p76,66.708
p3,p77,71.589
p3,p78,76.485
p3,p79,81.394
p3,p80,86.313
p3,p81,22.361
p3,p82,20.616
p3,p83,20.000
p3,p84,20.616
p3,p85,22.361
p3,p86,25.000
p3,p87,28.284
p3,p88,32.016
p3,p89,36.056
p3,p90,40.311
p3,p91,44.721
p3,p92,49.244
p3,p93,53.852
p3,p94,58.523
p3,p95,63.246
p3,p96,68.007
p3,p97,72.801
p3,p98,77.621
p3,p99,82.462
p3,p100,87.321
p3,p101,26.926
p3,p102,25.495
p3,p103,25.000
p3,p104,25.495
p3,p105,26.926
p3,p106,29.155
p3,p107,32.016
p3,p108,35.355
p3,p109,39.051
p3,p110,43.012
p3,p111,47.170
p3,p112,51.478
p3,p113,55.902
p3,p114,60.415
p3,p115,65.000
p3,p116,69.642
p3,p117,74.330
p3,p118,79.057
p3,p119,83.815
p3,p120,88.600
p3,p121,31.623
p3,p122,30.414
p3,p123,30.000
p3,p124,30.414
p3,p125,31.623
p3,p126,33.541
p3,p127,36.056
p3,p128,39.051
p3,p129,42.426
p3,p130,46.098
p3,p131,50.000
p3,p132,54.083
p3,p133,58.310
p3,p134,62.650
p3,p135,67.082
p3,p136,71.589
p3,p137,76.158
p3,p138,80.777
p3,p139,85.440
p3,p140,90.139
p3,p141,36.401
p3,p142,35.355
p3,p143,35.000
p3,p144,35.355
p3,p145,36.401
p3,p146,38.079
p3,p147,40.311
p3,p148,43.012
p3,p149,46.098
p3,p150,49.497
p3,p151,53.151
p3,p152,57.009
p3,p153,61.033
p3,p154,65.192
p3,p155,69.462
p3,p156,73.824
p3,p157,78.262
p3,p158,82.765
p3,p159,87.321
p3,p160,91.924
p3,p161,41.231
p3,p162,40.311
p3,p163,40.000
p3,p164,40.311
p3,p165,41.231
p3,p166,42.720
p3,p167,44.721
p3,p168,47.170
p3,p169,50.000
p3,p170,53.151
p3,p171,56.569
p3,p172,60.208
p3,p173,64.031
p3,p174,68.007
p3,p175,72.111
p3,p176,76.322
p3,p177,80.623
p3,p178,85.000
p3,p179,89.443
p3,p180,93.941
p3,p181,46.098
p3,p182,45.277
p3,p183,45.000
p3,p184,45.277
p3,p185,46.098
p3,p186,47.434
p3,p187,49.244
p3,p188,51.478
p3,p189,54.083
p3,p190,57.009
p3,p191,60.208
p3,p192,63.640
p3,p193,67.268
p3,p194,71.063
p3,p195,75.000
p3,p196,79.057
p3,p197,83.217
p3,p198,87.464
p3,p199,91.788
p3,p200,96.177
p3,p201,50.990
p3,p202,50.249
p3,p203,50.000
p3,p204,50.249
p3,p205,50.990
p3,p206,52.202
p3,p207,53.852
p3,p208,55.902
p3,p209,58.310
p3,p210,61.033
p3,p211,64.031
p3,p212,67.268
p3,p213,70.711
p3,p214,74.330
p3,p215,78.102
p3,p216,82.006
p3,p217,86.023
p3,p218,90.139
p3,p219,94.340
p3,p220,98.615
p3,p221,55.902
p3,p222,55.227
p3,p223,55.000
p3,p224,55.227
p3,p225,55.902
p3,p226,57.009
p3,p227,58.523
p3,p228,60.415
p3,p229,62.650
p3,p230,65.192
p3,p231,68.007
p3,p232,71.063
p3,p233,74.330
p3,p234,77.782
p3,p235,81.394
p3,p236,85.147
p3,p237,89.022
p3,p238,93.005
p3,p239,97.082
p3,p240,101.242
p3,p241,60.828
p3,p242,60.208
p3,p243,60.000
p3,p244,60.208
p3,p245,60.828
p3,p246,61.847
p3,p247,63.246
p3,p248,65.000
p3,p249,67.082
p3,p250,69.462
p3,p251,72.111
p3,p252,75.000
p3,p253,78.102
p3,p254,81.394
p3,p255,84.853
p3,p256,88.459
p3,p257,92.195
p3,p258,96.047
p3,p259,100.000
p3,p260,104.043
p3,p261,65.765
p3,p262,65.192
p3,p263,65.000
p3,p264,65.192
p3,p265,65.765
p3,p266,66.708
p3,p267,68.007
p3,p268,69.642
p3,p269,71.589
p3,p270,73.824
p3,p271,76.322
p3,p272,79.057
p3,p273,82.006
p3,p274,85.147
p3,p275,88.459
p3,p276,91.924
p3,p277,95.525
p3,p278,99.247
p3,p279,103.078
p3,p280,107.005
p3,p281,70.711
p3,p282,70.178
p3,p283,70.000
p3,p284,70.178
p3,p285,70.711
p3,p286,71.589
p3,p287,72.801
p3,p288,74.330
p3,p289,76.158
p3,p290,78.262
p3,p291,80.623
p3,p292,83.217
p3,p293,86.023
p3,p294,89.022
p3,p295,92.195
p3,p296,95.525
p3,p297,98.995
p3,p298,102.591
p3,p299,106.301
p3,p300,110.114
p3,p301,75.664
p3,p302,75.166
p3,p303,75.000
p3,p304,75.166
p3,p305,75.664
p3,p306,76.485
p3,p307,77.621
p3,p308,79.057
p3,p309,80.777
p3,p310,82.765
p3,p311,85.000
p3,p312,87.464
p3,p313,90.139
p3,p314,93.005
p3,p315,96.047
p3,p316,99.247
p3,p317,102.591
p3,p318,106.066
p3,p319,109.659
p3,p320,113.358
p3,p321,80.623
p3,p322,80.156
p3,p323,80.000
p3,p324,80.156
p3,p325,80.623
p3,p326,81.394
p3,p327,82.462
p3,p328,83.815
p3,p329,85.440
p3,p330,87.321
p3,p331,89.443
p3,p332,91.788
p3,p333,94.340
p3,p334,97.082
p3,p335,100.000
p3,p336,103.078
p3,p337,106.301
p3,p338,109.659
p3,p339,113.137
p3,p340,116.726
p3,p341,85.586
p3,p342,85.147
p3,p343,85.000
p3,p344,85.147
p3,p345,85.586
p3,p346,86.313
p3,p347,87.321
p3,p348,88.600
p3,p349,90.139
p3,p350,91.924
p3,p351,93.941
p3,p352,96.177
p3,p353,98.615
p3,p354,101.242
p3,p355,104.043
p3,p356,107.005
p3,p357,110.114
p3,p358,113.358
p3,p359,116.726
p3,p360,120.208
p3,p361,90.554
p3,p362,90.139
p3,p363,90.000
p3,p364,90.139
p3,p365,90.554
p3,p366,91.241
p3,p367,92.195
p3,p368,93.408
p3,p369,94.868
p3,p370,96.566
p3,p371,98.489
p3,p372,100.623
p3,p373,102.956
p3,p374,105.475
p3,p375,108.167
p3,p376,111.018
p3,p377,114.018
p3,p378,117.154
p3,p379,120.416
p3,p380,123.794
p3,p381,95.525
p3,p382,95.131
p3,p383,95.000
p3,p384,95.131
p3,p385,95.525
p3,p386,96.177
p3,p387,97.082
p3,p388,98.234
p3,p389,99.624
p3,p390,101.242
p3,p391,103.078
p3,p392,105.119
p3,p393,107.355
p3,p394,109.772
p3,p395,112.361
p3,p396,115.109
p3,p397,118.004
p3,p398,121.037
p3,p399,124.197
p3,p400,127.475
p4,p5,5.000
p4,p6,10.000
p4,p7,15.000
p4,p8,20.000
p4,p9,25.000
p4,p10,30.000
p4,p11,35.000
p4,p12,40.000
p4,p13,45.000
p4,p14,50.000
p4,p15,55.000
p4,p16,60.000
p4,p17,65.000
p4,p18,70.000
p4,p19,75.000
p4,p20,80.000
p4,p21,15.811
p4,p22,11.180
p4,p23,7.071
p4,p24,5.000
p4,p25,7.071
p4,p26,11.180
p4,p27,15.811
p4,p28,20.616
p4,p29,25.495
p4,p30,30.414
p4,p31,35.355
p4,p32,40.311
p4,p33,45.277
p4,p34,50.249
p4,p35,55.227
p4,p36,60.208
p4,p37,65.192
p4,p38,70.178
p4,p39,75.166
p4,p40,80.156
p4,p41,18.028
p4,p42,14.142
p4,p43,11.180
p4,p44,10.000
p4,p45,11.180
p4,p46,14.142
p4,p47,18.028
p4,p48,22.361
p4,p49,26.926
p4,p50,31.623
p4,p51,36.401
p4,p52,41.231
p4,p53,46.098
p4,p54,50.990
p4,p55,55.902
p4,p56,60.828
p4,p57,65.765
p4,p58,70.711
p4,p59,75.664
p4,p60,80.623
p4,p61,21.213
p4,p62,18.028
p4,p63,15.811
p4,p64,15.000
p4,p65,15.811
p4,p66,18.028
p4,p67,21.213
p4,p68,25.000
p4,p69,29.155
p4,p70,33.541
p4,p71,38.079
p4,p72,42.720
p4,p73,47.434
p4,p74,52.202
p4,p75,57.009
p4,p76,61.847
p4,p77,66.708
p4,p78,71.589
p4,p79,76.485
p4,p80,81.394
p4,p81,25.000
p4,p82,22.361
p4,p83,20.616
p4,p84,20.000
p4,p85,20.616
p4,p86,22.361
p4,p87,25.000
p4,p88,28.284
p4,p89,32.016
p4,p90,36.056
p4,p91,40.311
p4,p92,44.721
p4,p93,49.244
p4,p94,53.852
p4,p95,58.523
p4,p96,63.246
p4,p97,68.007
p4,p98,72.801
p4,p99,77.621
p4,p100,82.462
p4,p101,29.155
p4,p102,26.926
p4,p103,25.495
p4,p104,25.000
p4,p105,25.495
p4,p106,26.926
p4,p107,29.155
p4,p108,32.016
p4,p109,35.355
p4,p110,39.051
p4,p111,43.012
p4,p112,47.170
p4,p113,51.478
p4,p114,55.902
p4,p115,60.415
p4,p116,65.000
p4,p117,69.642
p4,p118,74.330
p4,p119,79.057
p4,p120,83.815
p4,p121,33.541
p4,p122,31.623
p4,p123,30.414
p4,p124,30.000
p4,p125,30.414
p4,p126,31.623
p4,p127,33.541
p4,p128,36.056
p4,p129,39.051
p4,p130,42.426
p4,p131,46.098
p4,p132,50.000
p4,p133,54.083
p4,p134,58.310
p4,p135,62.650
p4,p136,67.082
p4,p137,71.589
p4,p138,76.158
p4,p139,80.777
p4,p140,85.440
p4,p141,38.079
p4,p142,36.401
p4,p143,35.355
p4,p144,35.000
p4,p145,35.355
p4,p146,36.401
p4,p147,38.079
p4,p148,40.311
p4,p149,43.012
p4,p150,46.098
p4,p151,49.497
p4,p152,53.151
p4,p153,57.009
p4,p154,61.033
p4,p155,65.192
p4,p156,69.462
p4,p157,73.824
p4,p158,78.262
p4,p159,82.765
p4,p160,87.321
p4,p161,42.720
p4,p162,41.231
p4,p163,40.311
p4,p164,40.000
p4,p165,40.311
p4,p166,41.231
p4,p167,42.720
p4,p168,44.721
p4,p169,47.170
p4,p170,50.000
p4,p171,53.151
p4,p172,56.569
p4,p173,60.208
p4,p174,64.031
p4,p175,68.007
p4,p176,72.111
p4,p177,76.322
p4,p178,80.623
p4,p179,85.000
p4,p180,89.443
p4,p181,47.434
p4,p182,46.098
p4,p183,45.277
p4,p184,45.000
p4,p185,45.277
p4,p186,46.098
p4,p187,47.434
p4,p188,49.244
p4,p189,51.478
p4,p190,54.083
p4,p191,57.009
p4,p192,60.208
p4,p193,63.640
p4,p194,67.268
p4,p195,71.063
p4,p196,75.000
p4,p197,79.057
p4,p198,83.217
p4,p199,87.464
p4,p200,91.788
p4,p201,52.202
p4,p202,50.990
p4,p203,50.249
p4,p204,50.000
p4,p205,50.249
p4,p206,50.990
p4,p207,52.202
